0.0	0.75	bite
1.65	2.55	bite
2.85	3.5999999999999996	bite
3.5999999999999996	4.5	bite
4.8	5.699999999999999	bite
5.7	6.449999999999999	bite
6.45	7.35	chew
7.6499999999999995	8.700000000000001	chewbite
8.7	9.6	chew
9.45	10.5	chewbite
10.35	11.25	chew
11.25	12.15	chewbite
12.15	12.9	chew
12.9	13.8	chewbite
13.799999999999999	14.85	chew
14.85	15.6	chew
15.6	16.65	chew
16.65	18.75	chewbite
18.75	19.65	chewbite
19.65	20.55	chew
20.55	21.6	chewbite
21.599999999999998	22.5	chewbite
22.5	23.4	chewbite
23.4	24.3	chew
24.3	25.2	chewbite
25.2	25.95	chew
26.099999999999998	27.15	chewbite
27.15	28.05	chew
27.9	30.0	chewbite
30.299999999999997	31.05	chew
31.049999999999997	32.699999999999996	chew
32.699999999999996	34.349999999999994	chew
34.35	35.55	chewbite
35.55	36.3	chew
36.3	37.349999999999994	chew
37.199999999999996	38.24999999999999	chewbite
38.25	40.05	chewbite
40.05	41.99999999999999	chewbite
41.85	43.49999999999999	chew
43.5	44.4	chewbite
44.4	45.3	chew
45.15	46.199999999999996	chewbite
46.199999999999996	47.099999999999994	chew
46.949999999999996	48.15	chewbite
48.15	49.05	chewbite
49.05	50.099999999999994	chewbite
50.1	50.849999999999994	chew
51.0	52.05	chewbite
52.05	53.99999999999999	chewbite
54.0	54.9	chewbite
54.9	56.849999999999994	chewbite
56.85	57.74999999999999	chewbite
57.75	60.449999999999996	chewbite
60.449999999999996	61.349999999999994	chewbite
61.349999999999994	62.24999999999999	chewbite
62.4	63.3	chewbite
63.75	64.5	chew
64.64999999999999	65.39999999999999	chew
66.0	66.89999999999999	chew
67.05	67.94999999999999	chew
67.95	69.0	chew
69.0	69.89999999999999	chew
69.89999999999999	71.85	chew
72.45	73.35	chew
73.35	75.3	chew
75.3	76.35	chew
76.35	77.25	chew
77.25	78.3	chew
78.75	79.64999999999999	chew
