0.0	1.05	bite
1.65	2.55	bite
2.55	3.3	bite
3.5999999999999996	4.8	bite
5.55	6.449999999999999	chewbite
6.75	7.6499999999999995	chew
7.6499999999999995	8.4	chew
8.4	9.3	chew
9.299999999999999	10.200000000000001	bite
10.35	11.1	bite
11.25	12.15	chewbite
12.0	13.65	chew
13.65	15.3	chew
15.299999999999999	16.35	chewbite
16.65	17.55	chewbite
17.55	18.3	chew
18.3	19.2	chewbite
19.2	19.8	chew
19.95	20.7	chew
20.7	21.3	chew
21.3	22.2	chew
22.2	22.95	chew
23.099999999999998	23.85	chew
23.849999999999998	24.6	bite
24.599999999999998	25.5	chewbite
25.5	26.25	chew
26.25	27.3	chewbite
27.9	28.65	chew
28.65	29.55	chewbite
29.4	30.15	chew
30.15	31.5	chew
31.5	32.4	chew
32.55	33.449999999999996	chew
33.449999999999996	35.699999999999996	chew
35.699999999999996	36.3	chew
36.75	37.49999999999999	bite
37.949999999999996	38.699999999999996	chew
38.699999999999996	39.449999999999996	chew
39.449999999999996	41.849999999999994	chew
41.85	42.74999999999999	chewbite
42.75	43.8	chew
44.25	45.15	bite
45.15	46.05	chew
46.8	49.05	chew
49.05	49.8	chew
49.8	50.55	chew
50.55	51.3	chew
51.3	52.65	chew
52.65	53.4	chew
53.4	54.9	chew
54.9	56.24999999999999	chew
56.55	57.449999999999996	chew
57.75	58.49999999999999	chew
