0.75	1.5	bite
2.6999999999999997	3.5999999999999996	bite
3.75	4.6499999999999995	bite
5.25	5.85	bite
5.85	6.75	chew
6.75	7.499999999999999	chew
7.5	8.4	chewbite
8.4	9.15	chewbite
9.15	10.200000000000001	chewbite
10.2	11.1	chewbite
11.25	12.0	chewbite
12.0	12.9	chew
12.9	14.55	chew
14.549999999999999	15.45	chewbite
15.45	16.2	chewbite
16.2	17.1	chewbite
17.099999999999998	18.0	chew
18.0	18.75	chewbite
18.9	19.5	chewbite
20.099999999999998	21.15	chewbite
21.15	22.05	chewbite
22.05	22.95	chewbite
22.95	23.85	chewbite
24.0	24.9	chewbite
24.9	25.65	chewbite
25.8	26.55	bite
26.849999999999998	27.75	chew
27.75	28.5	chew
28.5	29.4	chew
29.4	30.3	chew
30.299999999999997	31.05	chew
32.4	33.3	chew
33.3	34.199999999999996	chew
