0.3	0.8999999999999999	bite
2.25	2.6999999999999997	bite
5.3999999999999995	6.1499999999999995	chew
6.3	6.8999999999999995	bite
7.35	7.949999999999999	bite
9.15	9.9	chewbite
9.9	10.8	chewbite
11.7	12.450000000000001	chew
12.45	13.200000000000001	bite
13.2	14.1	chewbite
14.399999999999999	15.3	bite
15.149999999999999	16.05	chew
16.2	16.95	chew
16.95	20.25	chew
20.25	21.15	chew
21.9	22.8	bite
24.0	25.05	bite
25.349999999999998	26.25	bite
26.4	27.15	bite
27.45	28.2	bite
28.349999999999998	28.95	bite
29.549999999999997	30.3	bite
30.45	31.349999999999998	bite
32.4	33.74999999999999	chew
34.8	36.599999999999994	chew
37.65	38.55	chew
38.55	39.3	chew
39.449999999999996	40.199999999999996	chew
40.35	41.24999999999999	chew
41.4	41.99999999999999	chew
