2.55	3.4499999999999997	bite
3.75	4.6499999999999995	bite
4.5	5.3999999999999995	chewbite
5.3999999999999995	6.3	chew
6.3	7.199999999999999	chew
7.199999999999999	7.949999999999999	chewbite
7.949999999999999	8.85	chew
8.85	9.6	bite
9.75	10.5	chew
10.65	11.25	chewbite
11.4	12.3	chewbite
12.299999999999999	13.200000000000001	chewbite
13.2	13.8	chewbite
13.95	14.7	chewbite
14.85	15.6	chewbite
15.6	16.35	chewbite
16.5	17.25	chewbite
17.25	18.0	chewbite
18.0	18.9	chew
18.75	19.65	chewbite
19.8	20.55	chewbite
20.55	21.3	chewbite
21.45	22.2	chewbite
22.2	23.1	chew
23.55	24.45	chewbite
24.3	25.05	chew
25.05	25.8	chew
25.8	26.55	chew
26.55	27.3	chewbite
27.45	28.2	chewbite
28.2	28.95	chewbite
29.099999999999998	29.849999999999998	chewbite
29.849999999999998	30.599999999999998	chew
30.599999999999998	31.5	chew
31.5	32.25	chewbite
32.25	32.99999999999999	chewbite
33.15	34.05	chewbite
34.5	36.3	chewbite
36.15	37.05	chew
37.05	37.65	chewbite
38.25	38.99999999999999	chewbite
39.0	39.9	chewbite
39.9	40.65	chewbite
40.8	41.55	chewbite
41.55	42.449999999999996	chewbite
42.449999999999996	43.349999999999994	chew
43.35	44.24999999999999	chew
44.25	44.99999999999999	chewbite
44.85	45.74999999999999	chew
45.75	46.49999999999999	chewbite
46.65	47.4	chew
47.4	48.3	chew
48.3	49.8	chew
49.8	50.699999999999996	chew
50.85	51.449999999999996	chewbite
52.949999999999996	53.55	bite
53.699999999999996	54.449999999999996	bite
54.6	55.49999999999999	chewbite
55.8	57.15	chewbite
57.75	58.8	chew
58.949999999999996	60.449999999999996	chew
60.599999999999994	61.349999999999994	chew
61.5	62.39999999999999	chew
62.4	63.3	chew
63.449999999999996	64.2	chew
64.2	65.1	chew
65.1	65.85	chew
65.85	67.5	chew
67.5	68.39999999999999	chew
