0.3	1.05	bite
2.25	2.9999999999999996	bite
3.15	3.8999999999999995	chewbite
3.9	4.8	chewbite
4.95	5.699999999999999	chewbite
5.55	6.8999999999999995	chew
6.8999999999999995	7.6499999999999995	chew
7.6499999999999995	8.4	chewbite
8.4	9.3	chew
9.299999999999999	9.9	chewbite
10.2	10.950000000000001	chew
10.95	11.85	chewbite
11.85	12.75	chew
12.75	14.4	chew
14.399999999999999	15.15	chewbite
15.149999999999999	16.05	chewbite
16.05	17.25	chew
17.25	18.0	chewbite
18.0	19.05	chew
19.05	19.95	bite
20.099999999999998	20.85	chewbite
21.0	21.75	chewbite
21.75	22.5	chew
22.5	23.4	chewbite
23.55	24.3	chewbite
24.45	25.05	chewbite
25.2	25.95	chew
25.95	26.85	chew
26.849999999999998	27.9	chewbite
28.349999999999998	29.099999999999998	chewbite
29.4	30.15	chewbite
30.15	30.9	chew
30.9	31.65	chew
31.65	32.55	chewbite
32.85	33.74999999999999	chew
33.75	34.65	chewbite
34.949999999999996	35.849999999999994	chew
36.0	36.599999999999994	chewbite
36.75	37.349999999999994	chew
37.8	38.55	chewbite
38.699999999999996	39.3	chewbite
39.449999999999996	40.199999999999996	chew
40.199999999999996	40.8	chew
40.949999999999996	41.699999999999996	chewbite
41.85	42.599999999999994	chewbite
42.75	43.349999999999994	chewbite
43.5	44.24999999999999	chew
44.25	45.15	chew
45.15	46.8	chew
46.8	47.55	chewbite
47.699999999999996	48.449999999999996	chew
48.449999999999996	49.349999999999994	chewbite
49.35	49.949999999999996	chewbite
50.4	51.3	chewbite
51.3	52.199999999999996	chew
52.199999999999996	52.949999999999996	chew
53.25	53.99999999999999	chew
54.75	55.49999999999999	chew
55.5	56.55	chew
56.55	58.199999999999996	chew
58.199999999999996	58.949999999999996	chew
58.949999999999996	59.699999999999996	chew
59.699999999999996	60.599999999999994	chew
60.75	61.49999999999999	bite
62.25	63.14999999999999	bite
64.2	65.1	chew
65.25	66.0	chewbite
66.3	66.89999999999999	bite
67.5	68.25	bite
68.55	69.14999999999999	bite
69.3	69.89999999999999	chewbite
71.7	72.3	chew
72.45	75.44999999999999	chew
75.45	77.55	chew
