0.3	0.75	bite
1.65	2.25	bite
3.15	3.7499999999999996	bite
3.75	4.5	chew
4.5	5.3999999999999995	chewbite
5.25	6.1499999999999995	chew
6.1499999999999995	7.05	chewbite
7.35	8.1	chew
8.1	9.15	chewbite
9.15	10.05	chewbite
10.049999999999999	10.8	bite
10.95	11.700000000000001	chew
11.7	12.450000000000001	chew
12.45	13.200000000000001	chew
13.35	14.25	chewbite
18.15	19.05	chew
19.349999999999998	20.25	chew
20.25	21.0	chew
21.0	24.6	chew
24.599999999999998	25.5	chew
25.65	26.7	chew
26.7	27.75	chew
27.75	28.65	chew
28.65	29.55	chew
