0.0	0.6	bite
1.2	2.0999999999999996	bite
2.1	2.9999999999999996	bite
3.15	3.8999999999999995	bite
3.9	4.6499999999999995	bite
4.6499999999999995	5.55	bite
5.55	6.449999999999999	bite
6.45	7.199999999999999	bite
7.949999999999999	8.85	bite
9.45	10.5	chewbite
10.65	11.55	chewbite
11.7	12.450000000000001	chewbite
12.6	13.5	chewbite
13.65	14.4	chew
14.399999999999999	15.3	chewbite
15.299999999999999	16.05	chewbite
16.2	16.95	chewbite
17.099999999999998	17.85	chewbite
18.0	18.9	chew
19.349999999999998	19.95	chewbite
20.4	21.0	chew
21.0	21.45	bite
21.45	22.2	bite
22.2	23.1	chewbite
23.25	24.0	chewbite
24.75	25.2	bite
25.65	26.1	chew
26.4	27.0	bite
27.0	27.75	chewbite
28.05	28.8	chewbite
29.099999999999998	29.7	chewbite
30.599999999999998	31.2	chewbite
31.349999999999998	32.099999999999994	chew
32.25	33.15	chewbite
33.15	33.74999999999999	bite
33.9	34.8	bite
34.65	35.699999999999996	chewbite
35.699999999999996	36.3	chew
36.3	37.199999999999996	chewbite
37.199999999999996	37.949999999999996	chew
38.85	39.9	chewbite
40.05	40.8	bite
40.8	41.849999999999994	chewbite
42.3	43.05	chewbite
43.65	44.4	chewbite
44.699999999999996	45.3	bite
45.449999999999996	46.349999999999994	chew
50.55	52.349999999999994	chew
52.35	53.99999999999999	chew
54.0	55.65	chew
55.65	57.3	chew
