0.15	0.8999999999999999	bite
0.8999999999999999	1.65	bite
1.95	2.55	bite
2.55	3.3	chewbite
3.3	4.05	chew
4.05	4.8	chewbite
4.95	5.699999999999999	chewbite
5.85	6.75	chewbite
6.75	7.6499999999999995	chewbite
7.6499999999999995	8.55	chew
8.549999999999999	9.3	chewbite
9.299999999999999	10.05	chew
10.2	11.1	chewbite
11.1	11.85	chewbite
11.85	12.6	chew
12.6	13.35	chewbite
13.5	14.25	chewbite
14.399999999999999	15.3	chewbite
15.299999999999999	16.05	chew
16.2	16.8	chewbite
17.099999999999998	17.85	chewbite
18.0	18.9	chewbite
18.75	19.65	bite
19.8	20.55	chewbite
20.7	21.3	chew
21.599999999999998	22.35	chewbite
22.5	23.25	chewbite
24.45	25.35	chew
25.349999999999998	26.25	chew
26.25	28.8	chew
28.799999999999997	29.7	chew
29.7	30.45	chew
30.45	32.99999999999999	chew
33.0	34.65	chew
34.65	35.55	chew
35.55	36.449999999999996	chew
36.75	37.65	chew
37.65	38.55	chew
38.55	39.3	chew
39.6	40.49999999999999	chew
40.5	41.4	chew
41.4	42.15	chew
