0.0	0.8999999999999999	bite
1.05	1.8	bite
1.95	2.8499999999999996	bite
3.0	4.6499999999999995	bite
5.1	6.1499999999999995	bite
6.1499999999999995	7.05	bite
7.05	7.949999999999999	bite
7.8	8.700000000000001	chew
8.7	9.6	chewbite
9.6	10.5	chew
10.35	12.15	chewbite
12.15	13.05	chew
12.9	14.1	chewbite
13.95	14.85	bite
14.7	15.75	chew
15.6	16.5	chewbite
16.5	17.4	chewbite
17.4	18.3	chewbite
18.15	19.05	chew
19.05	20.7	chewbite
20.7	21.45	chew
21.45	22.35	chew
22.349999999999998	23.25	chew
23.099999999999998	24.15	chewbite
24.15	25.05	chew
25.05	25.8	chew
25.8	26.7	chewbite
26.7	28.5	chew
28.5	29.4	chew
29.7	31.8	chewbite
32.4	34.49999999999999	chew
34.5	37.05	chew
37.05	37.949999999999996	chew
37.949999999999996	39.9	chew
39.9	40.949999999999996	chew
40.949999999999996	42.74999999999999	chew
42.75	44.55	chew
45.0	45.9	chew
45.9	48.3	chew
48.3	49.349999999999994	chew
49.35	50.4	chew
51.0	51.9	chew
52.5	53.4	chew
