0.8999999999999999	1.65	bite
1.65	2.4	bite
2.55	3.15	bite
3.3	3.7499999999999996	bite
3.9	4.5	bite
4.8	5.3999999999999995	bite
5.55	6.1499999999999995	bite
6.45	7.05	bite
7.199999999999999	7.949999999999999	chewbite
8.1	8.85	chewbite
8.85	9.6	chew
9.9	10.65	chewbite
11.25	12.15	chew
12.299999999999999	13.05	chew
13.2	13.950000000000001	chew
14.1	15.0	chew
15.0	15.9	chew
15.899999999999999	16.8	chew
16.8	17.7	chew
17.7	18.45	chew
18.599999999999998	19.5	chew
19.5	20.4	chew
20.4	21.3	chew
21.3	22.05	chew
22.2	23.1	chew
23.099999999999998	23.85	chew
24.0	24.75	chew
24.9	25.65	chew
25.8	26.4	chew
26.7	27.45	chew
27.599999999999998	28.35	chew
29.099999999999998	30.0	chew
30.299999999999997	31.05	chew
31.2	32.099999999999994	chew
33.0	33.9	chew
34.199999999999996	34.949999999999996	chew
37.65	38.4	chew
38.699999999999996	39.74999999999999	chew
39.9	40.8	chew
