0.15	1.2	bite
3.4499999999999997	4.35	bite
4.35	5.3999999999999995	bite
6.1499999999999995	6.8999999999999995	bite
6.8999999999999995	7.6499999999999995	bite
8.1	9.15	bite
9.45	10.35	chew
10.35	12.9	chewbite
12.9	13.65	chewbite
13.65	14.4	chew
14.399999999999999	15.0	chew
15.149999999999999	16.65	chew
16.65	17.4	chewbite
17.4	19.05	chewbite
19.05	19.95	chew
19.8	20.7	chewbite
21.0	21.9	chewbite
21.9	22.8	chew
22.65	23.55	chewbite
23.4	24.15	chew
24.15	24.9	chew
24.9	25.95	chewbite
25.8	26.55	chew
26.55	27.3	chewbite
27.3	28.2	chew
28.05	28.95	chewbite
28.95	29.7	chew
29.7	30.599999999999998	chewbite
30.599999999999998	31.5	chew
31.349999999999998	33.3	chewbite
33.3	34.199999999999996	chewbite
34.05	35.099999999999994	chew
35.1	35.99999999999999	bite
36.0	38.24999999999999	chew
38.25	38.849999999999994	chew
38.85	39.599999999999994	chew
39.6	40.949999999999996	chew
40.949999999999996	41.849999999999994	chew
41.699999999999996	42.599999999999994	chewbite
42.6	44.099999999999994	chewbite
44.1	45.74999999999999	chewbite
45.75	46.65	chewbite
46.65	47.4	chewbite
47.4	48.3	chewbite
48.3	49.199999999999996	chewbite
49.199999999999996	49.949999999999996	chewbite
49.949999999999996	50.849999999999994	chew
50.699999999999996	51.74999999999999	chewbite
51.75	53.4	chew
53.4	54.3	chew
57.449999999999996	58.49999999999999	chewbite
58.5	59.39999999999999	chew
59.4	60.3	chew
60.15	61.05	chewbite
60.9	62.55	chew
62.55	63.3	chew
63.3	64.05	chew
64.05	65.55	chew
65.55	67.05	chew
67.05	67.8	chew
67.8	68.55	chew
68.55	69.3	chew
69.3	70.05	chew
70.5	71.39999999999999	chew
71.39999999999999	72.0	chew
