1.3499999999999999	1.8	bite
2.1	2.8499999999999996	bite
3.0	3.7499999999999996	bite
3.9	4.8	bite
5.55	6.3	bite
6.3	7.199999999999999	chew
7.199999999999999	8.1	chewbite
7.949999999999999	8.85	chew
8.85	9.9	chewbite
9.75	10.5	bite
11.1	12.450000000000001	bite
12.45	13.35	bite
13.35	14.1	bite
14.1	14.85	bite
15.0	15.75	chewbite
15.899999999999999	16.65	chewbite
16.65	17.4	chewbite
17.25	18.15	chew
18.15	19.2	chew
19.2	20.25	chewbite
20.25	21.15	chewbite
21.15	21.9	chewbite
21.9	22.95	chewbite
22.95	24.3	chew
24.15	24.9	bite
24.9	25.8	chewbite
25.8	26.55	chew
26.55	27.15	chewbite
27.75	28.8	chew
28.799999999999997	29.55	bite
29.7	30.45	chewbite
30.599999999999998	31.349999999999998	chewbite
31.349999999999998	32.25	chewbite
32.699999999999996	33.449999999999996	chewbite
33.6	34.49999999999999	chew
34.35	35.099999999999994	bite
35.1	35.99999999999999	chew
35.85	36.599999999999994	chewbite
36.6	37.49999999999999	chew
37.5	38.24999999999999	chewbite
38.25	39.449999999999996	chewbite
39.9	40.65	bite
41.25	42.15	chew
42.15	43.05	bite
42.9	43.949999999999996	chew
44.1	46.8	chew
47.4	50.099999999999994	chew
50.1	51.15	chew
51.75	52.949999999999996	chew
53.1	54.449999999999996	chew
55.65	56.699999999999996	chew
