0.0	0.75	bite
0.8999999999999999	1.8	bite
2.25	3.4499999999999997	bite
3.9	4.5	bite
4.6499999999999995	5.3999999999999995	bite
5.3999999999999995	6.3	chew
6.3	7.05	chew
7.05	7.6499999999999995	bite
7.6499999999999995	9.3	chew
9.299999999999999	10.200000000000001	chewbite
10.35	11.1	chewbite
11.25	12.15	chewbite
12.15	12.9	chew
12.9	13.65	chewbite
13.65	14.4	chewbite
14.399999999999999	15.3	chewbite
15.45	16.2	chew
16.2	17.1	chewbite
17.099999999999998	18.0	chewbite
18.0	18.9	chewbite
18.75	19.8	chew
19.8	20.7	chew
20.55	21.45	bite
21.75	22.5	bite
22.5	23.25	chewbite
23.25	24.15	chew
24.15	24.9	chew
25.05	25.65	chewbite
25.65	27.45	chew
28.349999999999998	29.099999999999998	bite
30.15	31.349999999999998	chew
31.349999999999998	32.099999999999994	chew
32.1	34.05	chew
34.5	35.55	chew
35.55	38.4	chew
38.55	39.3	bite
39.15	40.949999999999996	chew
